,score,pre,lable
5868,-11.02164446,0,0
5869,-11.1231842,0,0
5870,-11.1231842,0,0
5871,-11.23248455,0,0
5872,-11.23248455,0,0
5873,-11.10499416,0,0
5874,-11.1231842,0,0
5875,-11.31676662,0,0
5876,-11.31676662,0,0
5877,-11.1231842,0,0
5878,-11.10499416,0,0
5879,-11.06991859,0,0
5880,-11.1231842,0,0
5881,-10.52926701,0,0
5882,-11.1231842,0,0
5883,-11.02164446,0,0
5884,-11.1231842,0,0
5885,-11.1231842,0,0
5886,-11.23248455,0,0
5887,-11.23248455,0,0
5888,-11.15835462,0,0
5889,-11.31676662,0,0
5890,-11.10499416,0,0
5891,-11.10499416,0,0
5892,-11.10499416,0,0
5893,-11.10499416,0,0
5894,-11.10499416,0,0
5895,-11.1231842,0,0
5896,-11.31676662,0,0
5897,-11.31676662,0,0
5898,-11.10499416,0,0
5899,-11.06991859,0,0
5900,-11.1231842,0,0
5901,-10.52926701,0,0
5902,-11.1231842,0,0
5903,-11.02164446,0,0
5904,-11.1231842,0,0
5905,-11.10499416,0,0
5906,-11.1231842,0,0
5907,-11.1231842,0,0
5908,-11.23248455,0,0
5909,-11.23248455,0,0
5910,-11.31676662,0,0
5911,-11.31676662,0,0
5912,-11.10499416,0,0
5913,-11.06991859,0,0
5914,-11.1231842,0,0
5915,-11.1231842,0,0
5916,-10.94594739,0,0
5917,-11.1231842,0,0
5918,-11.1231842,0,0
5919,-11.1231842,0,0
5920,-11.02164446,0,0
5921,-11.1231842,0,0
5922,-11.1231842,0,0
5923,-11.23248455,0,0
5924,-11.23248455,0,0
5925,-11.15835462,0,0
5926,-11.31676662,0,0
5927,-11.10499416,0,0
5928,-11.10499416,0,0
5929,-11.10499416,0,0
5930,-11.10499416,0,0
5931,-11.10499416,0,0
5932,-11.1231842,0,0
5933,-11.31676662,0,0
5934,-11.31676662,0,0
5935,-11.10499416,0,0
5936,-11.06991859,0,0
5937,-11.1231842,0,0
5938,-11.1231842,0,0
5939,-10.94594739,0,0
5940,-11.1231842,0,0
5941,-11.1231842,0,0
5942,-11.1231842,0,0
5943,-11.02164446,0,0
5944,-11.1231842,0,0
5945,-11.1231842,0,0
5946,-11.23248455,0,0
5947,-11.23248455,0,0
5948,-11.15835462,0,0
5949,-11.31676662,0,0
5950,-11.10499416,0,0
5951,-11.10499416,0,0
5952,-11.10499416,0,0
5953,-11.10499416,0,0
5954,-11.10499416,0,0
5955,-11.1231842,0,0
5956,-11.31676662,0,0
5957,-11.31676662,0,0
5958,-11.10499416,0,0
5959,-11.15835462,0,0
5960,-11.31676662,0,0
5961,-11.10499416,0,0
5962,-11.10499416,0,0
5963,-11.10499416,0,0
5964,-11.10499416,0,0
5965,-11.10499416,0,0
5966,-11.1231842,0,0
5967,-11.31676662,0,0
5968,-11.31676662,0,0
5969,-11.10499416,0,0
5970,-11.06991859,0,0
5971,-11.1231842,0,0
5972,-11.1231842,0,0
5973,-10.94594739,0,0
5974,-11.1231842,0,0
5975,-11.1231842,0,0
5976,-11.1231842,0,0
5977,-11.1231842,0,0
5978,-11.02164446,0,0
5979,-11.1231842,0,0
5980,-11.1231842,0,0
5981,-11.23248455,0,0
5982,-11.23248455,0,0
5983,-11.15835462,0,0
5984,-11.31676662,0,0
5985,-11.10499416,0,0
5986,-11.10499416,0,0
5987,-11.10499416,0,0
5988,-11.10499416,0,0
5989,-11.10499416,0,0
5990,-11.1231842,0,0
5991,-11.1231842,0,0
5992,-11.02164446,0,0
5993,-11.1231842,0,0
5994,-11.1231842,0,0
5995,-11.23248455,0,0
5996,-11.23248455,0,0
5997,-11.15835462,0,0
5998,-11.10499416,0,0
5999,-11.10499416,0,0
6000,-11.10499416,0,0
6001,-11.15835462,0,0
6002,-11.31676662,0,0
6003,-11.10499416,0,0
6004,-11.10499416,0,0
6005,-11.10499416,0,0
6006,-11.10499416,0,0
6007,-11.10499416,0,0
6008,-11.1231842,0,0
6009,-11.31676662,0,0
6010,-11.31676662,0,0
6011,-11.10499416,0,0
6012,-11.06991859,0,0
6013,-11.1231842,0,0
6014,-11.1231842,0,0
6015,-10.94594739,0,0
6016,-11.1231842,0,0
6017,-11.1231842,0,0
6018,-11.1231842,0,0
6019,-11.02164446,0,0
6020,-11.1231842,0,0
6021,-11.1231842,0,0
6022,-11.23248455,0,0
6023,-11.23248455,0,0
6024,-11.15835462,0,0
6025,-11.31676662,0,0
6026,-11.10499416,0,0
6027,-11.10499416,0,0
6028,-11.10499416,0,0
6029,-11.10499416,0,0
6030,-11.15835462,0,0
6031,-11.31676662,0,0
6032,-11.10499416,0,0
6033,-11.10499416,0,0
6034,-11.10499416,0,0
6035,-11.10499416,0,0
6036,-11.10499416,0,0
6037,-11.1231842,0,0
6038,-11.31676662,0,0
6039,-11.31676662,0,0
6040,-11.10499416,0,0
6041,-11.06991859,0,0
6042,-11.1231842,0,0
6043,-11.1231842,0,0
6044,-10.94594739,0,0
6045,-11.1231842,0,0
6046,-11.1231842,0,0
6047,-11.1231842,0,0
6048,-11.1231842,0,0
6049,-11.02164446,0,0
6050,-11.1231842,0,0
6051,-11.1231842,0,0
6052,-11.23248455,0,0
6053,-11.23248455,0,0
6054,-11.15835462,0,0
6055,-11.31676662,0,0
6056,-11.10499416,0,0
6057,-11.10499416,0,0
6058,-11.10499416,0,0
6059,-11.10499416,0,0
6060,-11.15835462,0,0
6061,-11.31676662,0,0
6062,-11.10499416,0,0
6063,-11.10499416,0,0
6064,-11.10499416,0,0
6065,-11.10499416,0,0
6066,-11.10499416,0,0
6067,-11.1231842,0,0
6068,-11.31676662,0,0
6069,-11.31676662,0,0
6070,-11.10499416,0,0
6071,-11.06991859,0,0
6072,-11.1231842,0,0
6073,-11.1231842,0,0
6074,-10.94594739,0,0
6075,-11.1231842,0,0
6076,-11.1231842,0,0
6077,-11.1231842,0,0
6078,-11.1231842,0,0
6079,-11.02164446,0,0
6080,-11.1231842,0,0
6081,-11.1231842,0,0
6082,-11.23248455,0,0
6083,-11.23248455,0,0
6084,-11.15835462,0,0
6085,-11.31676662,0,0
6086,-11.10499416,0,0
6087,-11.10499416,0,0
6088,-11.10499416,0,0
6089,-11.10499416,0,0
6090,-11.15835462,0,0
6091,-11.31676662,0,0
6092,-11.10499416,0,0
6093,-11.10499416,0,0
6094,-11.10499416,0,0
6095,-11.10499416,0,0
6096,-11.10499416,0,0
6097,-11.1231842,0,0
6098,-11.31676662,0,0
6099,-11.31676662,0,0
6100,-11.10499416,0,0
6101,-11.06991859,0,0
6102,-11.1231842,0,0
6103,-11.1231842,0,0
6104,-10.94594739,0,0
6105,-11.1231842,0,0
6106,-11.1231842,0,0
6107,-11.1231842,0,0
6108,-11.02164446,0,0
6109,-11.1231842,0,0
6110,-11.1231842,0,0
6111,-11.23248455,0,0
6112,-11.23248455,0,0
6113,-11.15835462,0,0
6114,-11.31676662,0,0
6115,-11.10499416,0,0
6116,-11.10499416,0,0
6117,-11.10499416,0,0
6118,-11.10499416,0,0
6119,-11.10499416,0,0
6120,-11.1231842,0,0
6121,-11.31676662,0,0
6122,-11.31676662,0,0
6123,-11.1231842,0,0
6124,-11.10499416,0,0
6125,-11.15835462,0,0
6126,-11.31676662,0,0
6127,-11.10499416,0,0
6128,-11.10499416,0,0
6129,-11.10499416,0,0
6130,-11.10499416,0,0
6131,-11.10499416,0,0
6132,-11.1231842,0,0
6133,-11.31676662,0,0
6134,-11.31676662,0,0
6135,-11.10499416,0,0
6136,-11.06991859,0,0
6137,-11.1231842,0,0
6138,-11.1231842,0,0
6139,-10.94594739,0,0
6140,-11.1231842,0,0
6141,-11.1231842,0,0
6142,-11.1231842,0,0
6143,-11.1231842,0,0
6144,-11.02164446,0,0
6145,-11.1231842,0,0
6146,-11.1231842,0,0
6147,-11.23248455,0,0
6148,-11.23248455,0,0
6149,-11.15835462,0,0
6150,-11.31676662,0,0
6151,-11.10499416,0,0
6152,-11.10499416,0,0
6153,-11.10499416,0,0
6154,-11.10499416,0,0
6155,-11.10499416,0,0
6156,-11.1231842,0,0
6157,-11.1231842,0,0
6158,-11.02164446,0,0
6159,-11.1231842,0,0
6160,-11.1231842,0,0
6161,-11.23248455,0,0
6162,-11.23248455,0,0
6163,-11.15835462,0,0
6164,-11.10499416,0,0
6165,-11.10499416,0,0
6166,-11.10499416,0,0
6167,-11.15835462,0,0
6168,-11.31676662,0,0
6169,-11.10499416,0,0
6170,-11.10499416,0,0
6171,-11.10499416,0,0
6172,-11.10499416,0,0
6173,-11.10499416,0,0
6174,-11.1231842,0,0
6175,-11.31676662,0,0
6176,-11.31676662,0,0
6177,-11.10499416,0,0
6178,-11.06991859,0,0
6179,-11.1231842,0,0
6180,-11.1231842,0,0
6181,-10.94594739,0,0
6182,-11.1231842,0,0
6183,8.939029898,1,1
6184,-11.10499416,0,0
6185,-11.1231842,0,0
6186,-11.31676662,0,0
6187,-11.31676662,0,0
6188,-11.10499416,0,0
6189,-11.10499416,0,0
6190,-11.1231842,0,0
6191,-11.31676662,0,0
6192,-11.31676662,0,0
6193,-11.1231842,0,0
6194,-11.10499416,0,0
6195,-11.10499416,0,0
6196,-11.1231842,0,0
6197,-11.31676662,0,0
6198,-11.31676662,0,0
6199,-11.10499416,0,0
6200,-11.06991859,0,0
6201,-11.1231842,0,0
6202,-11.1231842,0,0
6203,-10.94594739,0,0
6204,-11.1231842,0,0
6205,8.939029898,1,1
6206,-11.15835462,0,0
6207,-11.31676662,0,0
6208,-11.10499416,0,0
6209,-11.1231842,0,0
6210,-11.10499416,0,0
6211,-11.10499416,0,0
6212,-11.10499416,0,0
6213,-11.10499416,0,0
6214,-11.1231842,0,0
6215,-11.31676662,0,0
6216,-11.31676662,0,0
6217,-11.1231842,0,0
6218,-11.10499416,0,0
6219,-11.06991859,0,0
6220,-11.1231842,0,0
6221,-10.52926701,0,0
6222,-11.1231842,0,0
6223,-11.02164446,0,0
6224,-11.1231842,0,0
6225,-11.1231842,0,0
6226,-11.23248455,0,0
6227,-11.23248455,0,0
6228,-11.10499416,0,0
6229,-11.1231842,0,0
6230,-11.1231842,0,0
6231,-11.02164446,0,0
6232,-11.1231842,0,0
6233,-11.1231842,0,0
6234,-11.23248455,0,0
6235,-11.23248455,0,0
6236,-11.15835462,0,0
6237,-11.10499416,0,0
6238,-11.10499416,0,0
6239,-11.10499416,0,0
6240,-11.10499416,0,0
6241,-11.1231842,0,0
6242,-11.31676662,0,0
6243,-11.31676662,0,0
6244,-11.10499416,0,0
6245,-11.06991859,0,0
6246,-11.1231842,0,0
6247,-11.1231842,0,0
6248,-10.94594739,0,0
6249,-11.1231842,0,0
6250,8.939029898,1,1
6251,-11.15835462,0,0
6252,-11.31676662,0,0
6253,-11.10499416,0,0
6254,-11.10499416,0,0
6255,-11.10499416,0,0
6256,-11.10499416,0,0
6257,-11.10499416,0,0
6258,-11.1231842,0,0
6259,-11.31676662,0,0
6260,-11.31676662,0,0
6261,-11.10499416,0,0
6262,-11.06991859,0,0
6263,-11.1231842,0,0
6264,-10.52926701,0,0
6265,-11.1231842,0,0
6266,-11.02164446,0,0
6267,-11.1231842,0,0
6268,-11.1231842,0,0
6269,-11.23248455,0,0
6270,-11.23248455,0,0
6271,-11.10499416,0,0
6272,-11.1231842,0,0
6273,-11.31676662,0,0
6274,-11.31676662,0,0
6275,-11.10499416,0,0
6276,-11.10499416,0,0
6277,-11.1231842,0,0
6278,-11.31676662,0,0
6279,-11.31676662,0,0
6280,-11.1231842,0,0
6281,-11.10499416,0,0
6282,-11.06991859,0,0
6283,-11.1231842,0,0
6284,-10.52926701,0,0
6285,-11.1231842,0,0
6286,-11.02164446,0,0
6287,-11.1231842,0,0
6288,-11.1231842,0,0
6289,-11.23248455,0,0
6290,-11.23248455,0,0
6291,-11.15835462,0,0
6292,-11.31676662,0,0
6293,-11.10499416,0,0
6294,-11.10499416,0,0
6295,-11.10499416,0,0
6296,-11.10499416,0,0
6297,-11.10499416,0,0
6298,-11.1231842,0,0
6299,-11.31676662,0,0
6300,-11.31676662,0,0
6301,-11.10499416,0,0
6302,-11.06991859,0,0
6303,-11.1231842,0,0
6304,-10.52926701,0,0
6305,-11.1231842,0,0
6306,-11.02164446,0,0
6307,-11.1231842,0,0
6308,-11.10499416,0,0
6309,-11.1231842,0,0
6310,-11.1231842,0,0
6311,-11.23248455,0,0
6312,-11.23248455,0,0
6313,-11.31676662,0,0
6314,-11.31676662,0,0
6315,-11.10499416,0,0
6316,-11.06991859,0,0
6317,-11.1231842,0,0
6318,-11.1231842,0,0
6319,-10.94594739,0,0
6320,-11.1231842,0,0
6321,-11.1231842,0,0
6322,-11.1231842,0,0
6323,-11.1231842,0,0
6324,-11.02164446,0,0
6325,-11.1231842,0,0
6326,-11.1231842,0,0
6327,-11.23248455,0,0
6328,-11.23248455,0,0
6329,-11.15835462,0,0
6330,-11.31676662,0,0
6331,-11.10499416,0,0
6332,-11.10499416,0,0
6333,-11.10499416,0,0
6334,-11.10499416,0,0
6335,-11.10499416,0,0
6336,-11.1231842,0,0
6337,-11.31676662,0,0
6338,-11.31676662,0,0
6339,-11.1231842,0,0
6340,-11.10499416,0,0
6341,-11.10499416,0,0
6342,-11.1231842,0,0
6343,-11.31676662,0,0
6344,-11.31676662,0,0
6345,-11.10499416,0,0
6346,-11.06991859,0,0
6347,-11.1231842,0,0
6348,-11.1231842,0,0
6349,-10.94594739,0,0
6350,-11.1231842,0,0
6351,-11.1231842,0,0
6352,-11.1231842,0,0
6353,-11.02164446,0,0
6354,-11.1231842,0,0
6355,-11.1231842,0,0
6356,-11.23248455,0,0
6357,-11.23248455,0,0
6358,-11.15835462,0,0
6359,-11.31676662,0,0
6360,-11.10499416,0,0
6361,-11.10499416,0,0
6362,-11.10499416,0,0
6363,-11.10499416,0,0
6364,-11.10499416,0,0
6365,-11.1231842,0,0
6366,-11.31676662,0,0
6367,-11.31676662,0,0
6368,-11.10499416,0,0
6369,-11.06991859,0,0
6370,-11.1231842,0,0
6371,-11.1231842,0,0
6372,-10.94594739,0,0
6373,-11.1231842,0,0
6374,-11.1231842,0,0
6375,-11.1231842,0,0
6376,-11.02164446,0,0
6377,-11.1231842,0,0
6378,-11.1231842,0,0
6379,-11.23248455,0,0
6380,-11.23248455,0,0
6381,-11.15835462,0,0
6382,-11.31676662,0,0
6383,-11.10499416,0,0
6384,-11.10499416,0,0
6385,-11.10499416,0,0
6386,-11.10499416,0,0
6387,-11.10499416,0,0
6388,-11.1231842,0,0
6389,-11.31676662,0,0
6390,-11.31676662,0,0
6391,-11.10499416,0,0
6392,-11.06991859,0,0
6393,-11.1231842,0,0
6394,-11.1231842,0,0
6395,-10.94594739,0,0
6396,-11.1231842,0,0
6397,-11.1231842,0,0
6398,-11.1231842,0,0
6399,-11.1231842,0,0
6400,-11.02164446,0,0
6401,-11.1231842,0,0
6402,-11.1231842,0,0
6403,-11.23248455,0,0
6404,-11.23248455,0,0
6405,-11.15835462,0,0
6406,-11.31676662,0,0
6407,-11.10499416,0,0
6408,-11.10499416,0,0
6409,-11.10499416,0,0
6410,-11.10499416,0,0
6411,-11.10499416,0,0
6412,-11.1231842,0,0
6413,-11.31676662,0,0
6414,-11.31676662,0,0
6415,-11.10499416,0,0
6416,-11.06991859,0,0
6417,-11.1231842,0,0
6418,-11.1231842,0,0
6419,-10.94594739,0,0
6420,-11.1231842,0,0
6421,-11.1231842,0,0
6422,-11.1231842,0,0
6423,-11.02164446,0,0
6424,-11.1231842,0,0
6425,-11.1231842,0,0
6426,-11.23248455,0,0
6427,-11.23248455,0,0
6428,-11.15835462,0,0
6429,-11.31676662,0,0
6430,-11.10499416,0,0
6431,-11.10499416,0,0
6432,-11.10499416,0,0
6433,-11.10499416,0,0
6434,-11.10499416,0,0
6435,-11.1231842,0,0
6436,-11.31676662,0,0
6437,-11.31676662,0,0
6438,-11.10499416,0,0
6439,-11.06991859,0,0
6440,-11.1231842,0,0
6441,-11.1231842,0,0
6442,-10.94594739,0,0
6443,-11.1231842,0,0
6444,-11.1231842,0,0
6445,-11.1231842,0,0
6446,-11.1231842,0,0
6447,-11.02164446,0,0
6448,-11.1231842,0,0
6449,-11.1231842,0,0
6450,-11.23248455,0,0
6451,-11.23248455,0,0
6452,-11.10499416,0,0
6453,-11.1231842,0,0
6454,-11.1231842,0,0
6455,-11.02164446,0,0
6456,-11.1231842,0,0
6457,-11.1231842,0,0
6458,-11.23248455,0,0
6459,-11.23248455,0,0
6460,-11.15835462,0,0
6461,-11.10499416,0,0
6462,-11.10499416,0,0
6463,-11.10499416,0,0
6464,-11.15835462,0,0
6465,-11.31676662,0,0
6466,-11.10499416,0,0
6467,-11.10499416,0,0
6468,-11.10499416,0,0
6469,-11.10499416,0,0
6470,-11.10499416,0,0
6471,-11.1231842,0,0
6472,-11.31676662,0,0
6473,-11.31676662,0,0
6474,-11.10499416,0,0
6475,-11.06991859,0,0
6476,-11.1231842,0,0
6477,-11.1231842,0,0
6478,-10.94594739,0,0
6479,-11.1231842,0,0
6480,-11.1231842,0,0
6481,-11.1231842,0,0
6482,-11.02164446,0,0
6483,-11.1231842,0,0
6484,-11.1231842,0,0
6485,-11.23248455,0,0
6486,-11.23248455,0,0
6487,-11.10499416,0,0
6488,-11.1231842,0,0
6489,-11.31676662,0,0
6490,-11.31676662,0,0
6491,-11.1231842,0,0
6492,-11.10499416,0,0
6493,-11.15835462,0,0
6494,-11.31676662,0,0
6495,-11.10499416,0,0
6496,-11.10499416,0,0
6497,-11.10499416,0,0
6498,-11.10499416,0,0
6499,-11.10499416,0,0
6500,-11.1231842,0,0
6501,-11.31676662,0,0
6502,-11.31676662,0,0
6503,-11.10499416,0,0
6504,-11.06991859,0,0
6505,-11.1231842,0,0
6506,-11.1231842,0,0
6507,-10.94594739,0,0
6508,-11.1231842,0,0
6509,-11.1231842,0,0
6510,-11.1231842,0,0
6511,-11.1231842,0,0
6512,-11.02164446,0,0
6513,-11.1231842,0,0
6514,-11.1231842,0,0
6515,-11.23248455,0,0
6516,-11.23248455,0,0
6517,-11.15835462,0,0
6518,-11.31676662,0,0
6519,-11.10499416,0,0
6520,-11.10499416,0,0
6521,-11.10499416,0,0
6522,-11.10499416,0,0
6523,-11.10499416,0,0
6524,-11.1231842,0,0
6525,-11.31676662,0,0
6526,-11.31676662,0,0
6527,-11.10499416,0,0
6528,-11.06991859,0,0
6529,-11.1231842,0,0
6530,-11.1231842,0,0
6531,-10.94594739,0,0
6532,-11.1231842,0,0
6533,-11.1231842,0,0
6534,-11.1231842,0,0
6535,-11.1231842,0,0
6536,-11.02164446,0,0
6537,-11.1231842,0,0
6538,-11.1231842,0,0
6539,-11.23248455,0,0
6540,-11.23248455,0,0
6541,-11.15835462,0,0
6542,-11.31676662,0,0
6543,-11.10499416,0,0
6544,-11.10499416,0,0
6545,-11.10499416,0,0
6546,-11.10499416,0,0
6547,-11.10499416,0,0
6548,-11.1231842,0,0
6549,-11.31676662,0,0
6550,-11.31676662,0,0
6551,-11.10499416,0,0
6552,-11.06991859,0,0
6553,-11.1231842,0,0
6554,-11.1231842,0,0
6555,-10.94594739,0,0
6556,-11.1231842,0,0
6557,-11.1231842,0,0
6558,-11.1231842,0,0
6559,-11.1231842,0,0
6560,-11.02164446,0,0
6561,-11.1231842,0,0
6562,-11.1231842,0,0
6563,-11.23248455,0,0
6564,-11.23248455,0,0
6565,-11.15835462,0,0
6566,-11.31676662,0,0
6567,-11.10499416,0,0
6568,-11.10499416,0,0
6569,-11.10499416,0,0
6570,-11.10499416,0,0
6571,-11.10499416,0,0
6572,-11.1231842,0,0
6573,-11.31676662,0,0
6574,-11.31676662,0,0
6575,-11.10499416,0,0
6576,-11.06991859,0,0
6577,-11.1231842,0,0
6578,-11.1231842,0,0
6579,-10.94594739,0,0
6580,-11.1231842,0,0
6581,-11.1231842,0,0
6582,-11.1231842,0,0
6583,-11.1231842,0,0
6584,-11.02164446,0,0
6585,-11.1231842,0,0
6586,-11.1231842,0,0
6587,-11.23248455,0,0
6588,-11.23248455,0,0
6589,-11.10499416,0,0
6590,-11.1231842,0,0
6591,-11.1231842,0,0
6592,-11.02164446,0,0
6593,-11.1231842,0,0
6594,-11.1231842,0,0
6595,-11.23248455,0,0
6596,-11.23248455,0,0
6597,-11.15835462,0,0
6598,-11.10499416,0,0
6599,-11.10499416,0,0
6600,-11.10499416,0,0
6601,-11.15835462,0,0
6602,-11.31676662,0,0
6603,-11.10499416,0,0
6604,-11.10499416,0,0
6605,-11.10499416,0,0
6606,-11.10499416,0,0
6607,-11.10499416,0,0
6608,-11.1231842,0,0
6609,-11.31676662,0,0
6610,-11.31676662,0,0
6611,-11.10499416,0,0
6612,-11.06991859,0,0
6613,-11.1231842,0,0
6614,-11.1231842,0,0
6615,-10.94594739,0,0
6616,-11.1231842,0,0
6617,8.939029898,1,1
6618,-11.15835462,0,0
6619,-11.31676662,0,0
6620,-11.10499416,0,0
6621,-11.1231842,0,0
6622,-11.10499416,0,0
6623,-11.10499416,0,0
6624,-11.10499416,0,0
6625,-11.10499416,0,0
6626,-11.1231842,0,0
6627,-11.31676662,0,0
6628,-11.31676662,0,0
6629,-11.1231842,0,0
6630,-11.10499416,0,0
6631,-11.06991859,0,0
6632,-11.1231842,0,0
6633,-10.52926701,0,0
6634,-11.1231842,0,0
6635,-11.02164446,0,0
6636,-11.1231842,0,0
6637,-11.1231842,0,0
6638,-11.23248455,0,0
6639,-11.23248455,0,0
6640,-11.10499416,0,0
6641,-11.1231842,0,0
6642,-11.31676662,0,0
6643,-11.31676662,0,0
6644,-11.10499416,0,0
6645,-11.06991859,0,0
6646,-11.1231842,0,0
6647,-11.1231842,0,0
6648,-10.94594739,0,0
6649,-11.1231842,0,0
6650,8.939029898,1,1
6651,-11.10499416,0,0
6652,-11.1231842,0,0
6653,-11.31676662,0,0
6654,-11.31676662,0,0
6655,-11.10499416,0,0
6656,-11.10499416,0,0
6657,-11.1231842,0,0
6658,-11.1231842,0,0
6659,-11.02164446,0,0
6660,-11.1231842,0,0
6661,-11.1231842,0,0
6662,-11.23248455,0,0
6663,-11.23248455,0,0
6664,-11.15835462,0,0
6665,-11.10499416,0,0
6666,-11.10499416,0,0
6667,-11.10499416,0,0
6668,-11.10499416,0,0
6669,-11.1231842,0,0
6670,-11.31676662,0,0
6671,-11.31676662,0,0
6672,-11.1231842,0,0
6673,-11.10499416,0,0
6674,-11.10499416,0,0
6675,-11.1231842,0,0
6676,-11.31676662,0,0
6677,-11.31676662,0,0
6678,-11.10499416,0,0
6679,-11.10499416,0,0
6680,-11.1231842,0,0
6681,-11.31676662,0,0
6682,-11.31676662,0,0
6683,-11.1231842,0,0
6684,-11.10499416,0,0
6685,-11.06991859,0,0
6686,-11.1231842,0,0
6687,-10.52926701,0,0
6688,-11.1231842,0,0
6689,-11.02164446,0,0
6690,-11.1231842,0,0
6691,-11.1231842,0,0
6692,-11.23248455,0,0
6693,-11.23248455,0,0
6694,-11.15835462,0,0
6695,-11.31676662,0,0
6696,-11.10499416,0,0
6697,-11.10499416,0,0
6698,-11.10499416,0,0
6699,-11.10499416,0,0
6700,-11.10499416,0,0
6701,-11.1231842,0,0
6702,-11.31676662,0,0
6703,-11.31676662,0,0
6704,-11.10499416,0,0
6705,-11.06991859,0,0
6706,-11.1231842,0,0
6707,-10.52926701,0,0
6708,-11.1231842,0,0
6709,-11.02164446,0,0
6710,-11.1231842,0,0
6711,-11.10499416,0,0
6712,-11.1231842,0,0
6713,-11.1231842,0,0
6714,-11.23248455,0,0
6715,-11.31676662,0,0
6716,-11.23248455,0,0
6717,-11.31676662,0,0
6718,-11.10499416,0,0
6719,-11.06991859,0,0
6720,-11.1231842,0,0
6721,-11.1231842,0,0
6722,-10.94594739,0,0
6723,-11.1231842,0,0
6724,-11.1231842,0,0
6725,-11.1231842,0,0
6726,-11.02164446,0,0
6727,-11.1231842,0,0
6728,-11.1231842,0,0
6729,-11.23248455,0,0
6730,-11.23248455,0,0
6731,-11.15835462,0,0
6732,-11.31676662,0,0
6733,-11.10499416,0,0
6734,-11.10499416,0,0
6735,-11.10499416,0,0
6736,-11.10499416,0,0
6737,-11.10499416,0,0
6738,-11.1231842,0,0
6739,-11.31676662,0,0
6740,-11.31676662,0,0
6741,-11.10499416,0,0
6742,-11.06991859,0,0
6743,-11.1231842,0,0
6744,-11.1231842,0,0
6745,-10.94594739,0,0
6746,-11.1231842,0,0
6747,-11.1231842,0,0
6748,-11.1231842,0,0
6749,-11.02164446,0,0
6750,-11.1231842,0,0
6751,-11.1231842,0,0
6752,-11.23248455,0,0
6753,-11.23248455,0,0
6754,-11.15835462,0,0
6755,-11.31676662,0,0
6756,-11.10499416,0,0
6757,-11.10499416,0,0
6758,-11.10499416,0,0
6759,-11.10499416,0,0
6760,-11.15835462,0,0
6761,-11.31676662,0,0
6762,-11.10499416,0,0
6763,-11.10499416,0,0
6764,-11.10499416,0,0
6765,-11.10499416,0,0
6766,-11.10499416,0,0
6767,-11.1231842,0,0
6768,-11.31676662,0,0
6769,-11.31676662,0,0
6770,-11.10499416,0,0
6771,-11.06991859,0,0
6772,-11.1231842,0,0
6773,-11.1231842,0,0
6774,-10.94594739,0,0
6775,-11.1231842,0,0
6776,-11.1231842,0,0
6777,-11.1231842,0,0
6778,-11.02164446,0,0
6779,-11.1231842,0,0
6780,-11.1231842,0,0
6781,-11.23248455,0,0
6782,-11.23248455,0,0
6783,-11.15835462,0,0
6784,-11.31676662,0,0
6785,-11.10499416,0,0
6786,-11.10499416,0,0
6787,-11.10499416,0,0
6788,-11.10499416,0,0
6789,-11.15835462,0,0
6790,-11.31676662,0,0
6791,-11.10499416,0,0
6792,-11.10499416,0,0
6793,-11.10499416,0,0
6794,-11.10499416,0,0
6795,-11.10499416,0,0
6796,-11.1231842,0,0
6797,-11.31676662,0,0
6798,-11.31676662,0,0
6799,-11.10499416,0,0
6800,-11.06991859,0,0
6801,-11.1231842,0,0
6802,-11.1231842,0,0
6803,-10.94594739,0,0
6804,-11.1231842,0,0
6805,-11.1231842,0,0
6806,-11.1231842,0,0
6807,-11.1231842,0,0
6808,-11.02164446,0,0
6809,-11.1231842,0,0
6810,-11.1231842,0,0
6811,-11.23248455,0,0
6812,-11.23248455,0,0
6813,-11.10499416,0,0
6814,-11.1231842,0,0
6815,-11.31676662,0,0
6816,-11.31676662,0,0
6817,-11.1231842,0,0
6818,-11.10499416,0,0
6819,-11.10499416,0,0
6820,-11.1231842,0,0
6821,-11.31676662,0,0
6822,-11.31676662,0,0
6823,-11.1231842,0,0
6824,-11.10499416,0,0
6825,-11.15835462,0,0
6826,-11.31676662,0,0
6827,-11.10499416,0,0
6828,-11.1231842,0,0
6829,-11.10499416,0,0
6830,-11.10499416,0,0
6831,-11.10499416,0,0
6832,-11.10499416,0,0
6833,-11.1231842,0,0
6834,-11.31676662,0,0
6835,-11.31676662,0,0
6836,-11.10499416,0,0
6837,-11.06991859,0,0
6838,-11.1231842,0,0
6839,-10.52926701,0,0
6840,-11.1231842,0,0
6841,-11.02164446,0,0
6842,-11.1231842,0,0
6843,-11.1231842,0,0
6844,-11.23248455,0,0
6845,-11.23248455,0,0
6846,-11.15835462,0,0
6847,-11.31676662,0,0
6848,-11.10499416,0,0
6849,-11.10499416,0,0
6850,-11.10499416,0,0
6851,-11.10499416,0,0
6852,-11.15835462,0,0
6853,-11.31676662,0,0
6854,-11.10499416,0,0
6855,-11.10499416,0,0
6856,-11.10499416,0,0
6857,-11.10499416,0,0
6858,-11.10499416,0,0
6859,-11.1231842,0,0
6860,-11.31676662,0,0
6861,-11.31676662,0,0
6862,-11.10499416,0,0
6863,-11.06991859,0,0
6864,-11.1231842,0,0
6865,-11.1231842,0,0
6866,-10.94594739,0,0
