N,A
3.20E-05,
1.96E-03,
5.22E-05,
2.10E-04,
1.96E-03,
1.07E-03,
4.23E-02,
1.12E-06,
1.12E-06,
1.07E-03,
1.12E-06,
1.12E-06,
1.48E-03,
1.12E-06,
1.12E-06,
1.96E-03,
1.07E-03,
5.73E-05,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.12E-06,
2.09E-02,
1.52E-03,
1.12E-06,
5.73E-05,
2.10E-04,
5.22E-05,
1.07E-03,
4.23E-02,
1.54E-02,
1.12E-06,
1.12E-06,
2.09E-02,
2.24E-02,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
7.60E-03,
5.22E-05,
3.20E-05,
5.22E-05,
2.10E-04,
1.48E-03,
4.23E-02,
5.73E-05,
1.12E-06,
2.71E-06,
5.22E-05,
5.73E-05,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
6.57E-04,
1.12E-06,
1.12E-06,
7.60E-03,
1.12E-06,
2.24E-02,
1.12E-06,
6.57E-04,
1.96E-03,
1.12E-06,
2.24E-02,
1.12E-06,
4.23E-02,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
4.23E-02,
1.12E-06,
2.09E-02,
1.12E-06,
4.23E-02,
2.09E-02,
5.73E-05,
5.22E-05,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
2.09E-02,
4.23E-02,
2.09E-02,
2.24E-02,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
5.22E-05,
1.12E-06,
5.73E-05,
2.09E-02,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
2.09E-02,
2.87E-02,
5.73E-05,
1.24E-02,
1.12E-06,
2.09E-02,
3.20E-05,
1.07E-03,
1.12E-06,
4.23E-02,
6.52E-03,
1.12E-06,
2.10E-04,
4.23E-02,
2.09E-02,
2.09E-02,
6.57E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
5.22E-05,
1.12E-06,
2.24E-02,
1.12E-06,
4.23E-02,
5.22E-05,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
4.23E-02,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
2.24E-02,
5.73E-05,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
3.20E-05,
1.12E-06,
1.96E-03,
3.20E-05,
1.12E-06,
5.15E-02,
1.12E-06,
1.12E-06,
5.22E-05,
4.23E-02,
2.24E-02,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
4.23E-02,
2.10E-04,
1.34E-03,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
2.10E-04,
1.12E-06,
5.73E-05,
1.12E-06,
5.22E-05,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
4.23E-02,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
1.07E-03,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
4.23E-02,
1.12E-06,
3.20E-05,
1.96E-03,
1.12E-06,
5.22E-05,
2.09E-02,
1.12E-06,
1.12E-06,
2.24E-02,
3.20E-05,
1.12E-06,
5.73E-05,
1.12E-06,
6.57E-04,
5.22E-05,
1.12E-06,
1.12E-06,
1.72E-02,
5.22E-05,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
5.73E-05,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
7.60E-03,
2.09E-02,
5.73E-05,
2.09E-02,
6.52E-03,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
2.09E-02,
2.10E-04,
2.09E-02,
2.24E-02,
1.12E-06,
1.72E-02,
2.10E-04,
4.23E-02,
1.72E-02,
2.10E-04,
1.96E-03,
3.20E-05,
5.22E-05,
3.20E-05,
2.10E-04,
5.73E-05,
2.17E-03,
1.12E-06,
2.09E-02,
1.12E-06,
6.57E-04,
1.12E-06,
5.22E-05,
4.23E-02,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
5.73E-05,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
2.10E-04,
2.94E-02,
1.12E-06,
5.73E-05,
6.52E-03,
2.24E-02,
1.12E-06,
2.10E-04,
1.12E-06,
1.18E-02,
5.73E-05,
1.07E-03,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.24E-02,
2.24E-02,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.96E-03,
1.07E-03,
1.12E-06,
2.10E-04,
5.15E-02,
4.23E-02,
2.10E-04,
1.12E-06,
2.09E-02,
5.73E-05,
6.52E-03,
1.12E-06,
1.12E-06,
1.12E-06,
6.57E-04,
2.10E-04,
1.12E-06,
2.09E-02,
1.12E-06,
1.07E-03,
2.09E-02,
2.10E-04,
4.23E-02,
5.22E-05,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
5.15E-02,
1.12E-06,
2.24E-02,
1.12E-06,
1.12E-06,
1.96E-03,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
4.23E-02,
2.24E-02,
1.12E-06,
1.96E-03,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
1.07E-03,
1.12E-06,
1.07E-03,
1.12E-06,
3.20E-05,
2.10E-04,
1.07E-03,
1.12E-06,
1.12E-06,
3.20E-05,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
4.23E-02,
1.12E-06,
4.23E-02,
1.12E-06,
3.20E-05,
1.12E-06,
2.09E-02,
2.24E-02,
2.09E-02,
1.07E-03,
1.12E-06,
6.81E-02,
1.12E-06,
6.57E-04,
2.09E-02,
1.12E-06,
1.12E-06,
2.10E-04,
4.23E-02,
5.73E-05,
1.12E-06,
2.10E-02,
1.12E-06,
1.72E-02,
2.10E-04,
1.12E-06,
1.12E-06,
2.24E-02,
8.04E-03,
1.12E-06,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
5.22E-05,
2.09E-02,
6.52E-03,
5.73E-05,
1.12E-06,
5.35E-02,
2.09E-02,
5.73E-02,
6.81E-02,
1.07E-03,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
2.10E-04,
4.23E-02,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
5.22E-05,
1.18E-02,
1.12E-06,
6.52E-03,
1.12E-06,
1.81E-02,
1.12E-06,
5.73E-05,
1.07E-03,
2.09E-02,
1.12E-06,
1.07E-03,
1.96E-03,
1.12E-06,
3.20E-05,
2.87E-02,
8.04E-03,
1.12E-06,
2.24E-02,
2.24E-02,
2.10E-04,
2.09E-02,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
5.22E-05,
1.12E-06,
1.96E-03,
6.52E-03,
2.24E-02,
4.23E-02,
2.09E-02,
2.09E-02,
8.04E-03,
1.12E-06,
2.09E-02,
1.12E-06,
1.96E-03,
5.73E-05,
1.12E-06,
1.12E-06,
1.07E-03,
1.12E-06,
6.57E-04,
3.20E-05,
1.12E-06,
1.12E-06,
3.83E-03,
1.12E-06,
1.12E-06,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
2.10E-04,
1.34E-03,
1.12E-06,
5.22E-05,
5.22E-05,
1.12E-06,
5.73E-05,
1.12E-06,
8.04E-03,
5.73E-05,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.07E-03,
1.34E-03,
1.12E-06,
1.12E-06,
2.09E-02,
8.04E-03,
1.07E-03,
4.23E-02,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
2.09E-02,
1.12E-06,
1.87E-02,
1.12E-06,
2.09E-02,
1.07E-03,
2.10E-04,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
1.12E-06,
1.96E-03,
2.10E-04,
1.12E-06,
2.09E-02,
2.09E-02,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
4.23E-02,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
4.23E-02,
5.73E-05,
1.07E-03,
1.12E-06,
1.12E-06,
2.09E-02,
3.20E-05,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
1.24E-02,
1.96E-03,
1.12E-06,
5.22E-05,
1.12E-06,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
6.57E-04,
4.23E-02,
1.12E-06,
1.12E-06,
6.57E-04,
1.12E-06,
1.96E-03,
5.22E-05,
2.09E-02,
4.23E-02,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
2.09E-02,
5.73E-05,
1.07E-03,
2.24E-02,
4.23E-02,
1.12E-06,
1.12E-06,
1.34E-03,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.59E-04,
4.23E-02,
1.12E-06,
1.12E-06,
2.24E-02,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.52E-03,
2.09E-02,
4.23E-02,
4.23E-02,
2.09E-02,
1.12E-06,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
2.24E-02,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
5.22E-05,
4.23E-02,
1.12E-06,
2.71E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
2.87E-02,
1.12E-06,
1.48E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
4.23E-02,
1.12E-06,
5.22E-05,
5.22E-05,
1.18E-02,
1.96E-03,
2.24E-02,
5.22E-05,
5.73E-05,
2.87E-02,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
1.52E-03,
5.59E-04,
2.09E-02,
1.12E-06,
5.73E-05,
1.12E-06,
5.22E-05,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.52E-03,
5.73E-05,
1.07E-03,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
5.73E-05,
1.07E-03,
2.09E-02,
1.12E-06,
5.73E-05,
3.20E-05,
4.23E-02,
1.12E-06,
1.12E-06,
1.96E-03,
1.52E-03,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
5.73E-05,
4.23E-02,
4.23E-02,
5.22E-05,
5.73E-05,
2.09E-02,
1.12E-06,
1.12E-06,
2.94E-02,
1.48E-03,
1.12E-06,
1.07E-03,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.07E-03,
1.12E-06,
1.07E-03,
3.20E-05,
2.09E-02,
2.09E-02,
2.24E-02,
5.73E-05,
2.10E-04,
2.09E-02,
7.91E-05,
1.07E-03,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.24E-02,
1.12E-06,
5.03E-02,
2.09E-02,
2.09E-02,
1.12E-06,
2.09E-02,
6.52E-03,
2.10E-04,
2.10E-04,
1.12E-06,
5.73E-05,
1.12E-06,
1.96E-03,
1.81E-02,
2.09E-02,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.96E-03,
2.10E-04,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
2.10E-04,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
2.87E-02,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
5.22E-05,
4.23E-02,
1.12E-06,
3.20E-05,
4.23E-02,
3.20E-05,
1.12E-06,
2.10E-04,
5.73E-05,
1.12E-06,
1.12E-06,
1.20E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
4.23E-02,
2.10E-04,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.91E-02,
1.12E-06,
1.88E-02,
5.22E-05,
1.12E-06,
2.94E-02,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
5.22E-05,
2.10E-04,
3.20E-05,
5.73E-05,
2.09E-02,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
2.24E-02,
1.48E-03,
4.23E-02,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
1.96E-03,
4.23E-02,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.12E-06,
2.10E-04,
2.10E-04,
4.23E-02,
1.07E-03,
2.24E-02,
5.22E-05,
1.12E-06,
5.03E-02,
1.12E-06,
5.73E-05,
1.07E-03,
2.09E-02,
2.10E-04,
1.12E-06,
2.24E-02,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.24E-02,
3.20E-05,
4.23E-02,
1.12E-06,
2.09E-02,
2.10E-04,
5.73E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
5.22E-05,
5.73E-05,
5.22E-05,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
1.12E-06,
1.12E-06,
2.09E-02,
7.85E-02,
1.12E-06,
5.22E-05,
1.07E-03,
4.23E-02,
5.22E-05,
5.73E-05,
1.12E-06,
2.09E-02,
2.09E-02,
2.09E-02,
1.12E-06,
1.12E-06,
2.24E-02,
1.07E-03,
2.10E-04,
1.12E-06,
4.23E-02,
1.07E-03,
4.23E-02,
1.07E-03,
2.10E-04,
1.12E-06,
1.12E-06,
2.09E-02,
1.07E-03,
2.24E-02,
1.96E-03,
1.07E-03,
1.12E-06,
5.73E-05,
5.73E-05,
3.20E-05,
1.48E-03,
1.96E-03,
1.18E-02,
4.23E-02,
1.12E-06,
1.12E-06,
2.24E-02,
4.23E-02,
1.12E-06,
1.12E-06,
2.10E-04,
2.24E-02,
1.18E-02,
1.07E-03,
1.12E-06,
1.12E-06,
2.09E-02,
6.57E-04,
3.20E-05,
2.24E-02,
2.10E-04,
1.12E-06,
1.12E-06,
5.73E-05,
2.24E-02,
4.23E-02,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
2.09E-02,
1.12E-06,
1.07E-03,
1.96E-03,
5.73E-05,
2.09E-02,
5.35E-02,
4.23E-02,
1.12E-06,
1.12E-06,
1.72E-02,
1.12E-06,
4.23E-02,
1.81E-02,
1.12E-06,
5.22E-05,
2.10E-04,
1.07E-03,
1.12E-06,
2.09E-02,
4.23E-02,
1.52E-03,
1.12E-06,
1.12E-06,
7.51E-03,
2.24E-02,
2.24E-02,
1.12E-06,
2.10E-04,
1.12E-06,
2.24E-02,
2.10E-04,
5.73E-02,
1.96E-03,
1.12E-06,
1.52E-03,
1.12E-06,
4.23E-02,
2.10E-04,
1.18E-02,
1.12E-06,
5.73E-02,
5.22E-05,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
2.09E-02,
4.23E-02,
4.23E-02,
5.73E-05,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
2.24E-02,
5.22E-05,
1.12E-06,
4.23E-02,
2.34E-03,
5.22E-05,
1.12E-06,
1.12E-06,
5.73E-05,
2.10E-04,
4.23E-02,
6.57E-04,
4.23E-02,
2.09E-02,
5.73E-05,
1.12E-06,
2.09E-02,
3.20E-05,
1.96E-03,
4.23E-02,
4.23E-02,
1.81E-02,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
5.22E-05,
2.09E-02,
1.44E-03,
1.12E-06,
5.73E-05,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.20E-02,
1.12E-06,
1.12E-06,
3.20E-05,
2.09E-02,
1.12E-06,
1.96E-03,
1.48E-03,
1.12E-06,
4.23E-02,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
4.23E-02,
5.22E-05,
2.10E-04,
3.20E-05,
2.10E-04,
2.10E-04,
1.12E-06,
5.22E-05,
5.22E-05,
5.73E-05,
1.48E-03,
1.12E-06,
4.23E-02,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
5.22E-05,
2.24E-02,
1.07E-03,
6.52E-03,
5.22E-05,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
1.12E-06,
1.07E-03,
1.12E-06,
5.22E-05,
1.12E-06,
4.23E-02,
2.09E-02,
5.22E-05,
1.20E-02,
1.12E-06,
5.22E-05,
2.09E-02,
1.96E-03,
1.12E-06,
4.23E-02,
5.73E-05,
4.23E-02,
5.22E-05,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
1.34E-03,
1.12E-06,
5.22E-05,
2.10E-04,
5.73E-05,
1.12E-06,
2.10E-04,
1.12E-06,
5.22E-05,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.81E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
5.73E-05,
6.57E-04,
1.12E-06,
5.22E-05,
1.12E-06,
2.10E-04,
2.10E-04,
1.12E-06,
1.12E-06,
1.07E-03,
6.57E-04,
1.12E-06,
3.20E-05,
1.07E-03,
1.48E-03,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
4.23E-02,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
6.52E-03,
1.12E-06,
1.12E-06,
4.23E-02,
2.10E-04,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
8.04E-03,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
5.73E-02,
5.22E-05,
2.24E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
2.09E-02,
2.24E-02,
1.81E-02,
1.12E-06,
5.73E-05,
1.81E-02,
2.09E-02,
1.12E-06,
2.09E-02,
5.73E-05,
5.73E-05,
1.12E-06,
2.24E-02,
1.12E-06,
1.07E-03,
2.87E-02,
1.12E-06,
5.73E-05,
1.12E-06,
2.33E-02,
2.09E-02,
5.22E-05,
2.24E-02,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
2.71E-06,
3.20E-05,
6.57E-04,
6.57E-04,
6.52E-03,
1.12E-06,
2.24E-02,
2.09E-02,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
5.73E-05,
2.24E-02,
1.12E-06,
1.12E-06,
2.09E-02,
2.10E-04,
5.22E-05,
1.12E-06,
6.57E-04,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
6.57E-04,
1.12E-06,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
5.73E-05,
1.12E-06,
1.12E-06,
4.23E-02,
4.23E-02,
1.12E-06,
1.12E-06,
5.73E-05,
4.23E-02,
1.12E-06,
2.17E-03,
5.73E-05,
1.12E-06,
2.09E-02,
4.23E-02,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
5.73E-05,
5.59E-04,
1.12E-06,
1.07E-03,
4.23E-02,
2.09E-02,
1.52E-03,
1.12E-06,
5.59E-04,
1.12E-06,
5.15E-02,
1.07E-03,
5.22E-05,
4.23E-02,
1.07E-03,
5.22E-05,
2.10E-04,
1.34E-03,
4.23E-02,
4.23E-02,
4.23E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.96E-03,
2.09E-02,
1.12E-06,
5.73E-02,
5.73E-05,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
5.73E-05,
1.96E-03,
1.12E-06,
1.12E-06,
4.23E-02,
1.07E-03,
1.12E-06,
2.09E-02,
2.10E-04,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
5.73E-05,
5.22E-05,
1.12E-06,
1.12E-06,
5.22E-05,
5.22E-05,
1.12E-06,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
5.73E-05,
3.20E-05,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
5.22E-05,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-02,
1.12E-06,
2.24E-02,
3.20E-05,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
3.20E-05,
1.12E-06,
1.12E-06,
2.10E-04,
6.57E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.96E-03,
2.10E-04,
5.73E-05,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
2.24E-02,
1.12E-06,
5.22E-05,
2.17E-03,
4.23E-02,
5.73E-05,
1.12E-06,
1.12E-06,
5.59E-04,
5.22E-05,
3.20E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
4.23E-02,
1.34E-03,
5.73E-05,
1.07E-03,
1.12E-06,
2.24E-02,
1.12E-06,
2.53E-02,
1.12E-06,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
5.22E-05,
1.12E-06,
2.09E-02,
1.81E-02,
3.20E-05,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
2.24E-02,
1.12E-06,
4.23E-02,
4.23E-02,
4.23E-02,
5.22E-05,
1.12E-06,
2.24E-02,
6.81E-02,
1.12E-06,
1.07E-03,
5.22E-05,
1.07E-03,
6.52E-03,
1.12E-06,
1.12E-06,
2.24E-02,
1.12E-06,
7.60E-03,
2.09E-02,
3.20E-05,
1.12E-06,
1.07E-03,
1.12E-06,
1.12E-06,
2.24E-02,
5.73E-05,
1.48E-03,
1.12E-06,
1.12E-06,
5.73E-05,
4.23E-02,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
1.12E-06,
5.22E-05,
1.12E-06,
5.22E-05,
1.12E-06,
1.07E-03,
1.12E-06,
5.15E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.16E-01,
3.20E-05,
1.12E-06,
2.24E-02,
5.59E-04,
1.12E-06,
1.12E-06,
2.09E-02,
2.09E-02,
2.10E-04,
2.09E-02,
2.09E-02,
1.12E-06,
3.20E-05,
1.12E-06,
4.23E-02,
4.23E-02,
2.09E-02,
3.20E-05,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
4.23E-02,
6.52E-03,
4.23E-02,
2.24E-02,
1.12E-06,
5.73E-05,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
6.57E-04,
1.12E-06,
1.12E-06,
2.24E-02,
1.12E-06,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
2.09E-02,
1.12E-06,
2.09E-02,
4.23E-02,
2.24E-02,
2.10E-04,
1.12E-06,
4.23E-02,
2.10E-04,
2.10E-04,
1.12E-06,
1.12E-06,
5.22E-05,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
2.10E-04,
1.12E-06,
2.71E-06,
2.09E-02,
1.12E-06,
1.12E-06,
4.23E-02,
2.09E-02,
6.57E-04,
1.12E-06,
5.73E-05,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
4.23E-02,
2.09E-02,
1.07E-03,
1.12E-06,
2.09E-02,
2.09E-02,
4.23E-02,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
5.22E-05,
6.52E-03,
4.23E-02,
1.12E-06,
1.12E-06,
1.96E-03,
1.12E-06,
1.12E-06,
1.12E-06,
6.57E-04,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
3.20E-05,
7.85E-02,
2.09E-02,
2.09E-02,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
1.12E-06,
1.48E-03,
1.12E-06,
1.12E-06,
4.23E-02,
1.12E-06,
2.09E-02,
1.12E-06,
2.10E-04,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
3.20E-05,
1.12E-06,
2.24E-02,
1.12E-06,
5.22E-05,
2.09E-02,
1.12E-06,
1.12E-06,
2.09E-02,
1.12E-06,
1.12E-06,
1.12E-06,
2.10E-04,
2.10E-04,
1.07E-03,
1.12E-06,
7.91E-05,
1.12E-06,
4.23E-02,
1.12E-06,
1.12E-06,
5.73E-05,
2.09E-02,
6.57E-04,
5.22E-05,
1.12E-06,
1.12E-06,
1.12E-06,
1.07E-03,
4.23E-02,
2.10E-04,
1.12E-06,
1.12E-06,
1.12E-06,
2.09E-02,
5.73E-05,
1.48E-03,
4.23E-02,
3.20E-05,
1.12E-06,
