N,A
-1.22E+00,
-9.96E-01,
-1.15E+00,
-1.01E+00,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.24E+00,
-1.22E+00,
-1.14E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.44E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.34E+00,
-9.79E-01,
-1.24E+00,
-1.22E+00,
-1.01E+00,
-1.24E+00,
-1.10E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.47E+00,
-1.22E+00,
-1.13E+00,
-1.15E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.27E+00,
-1.47E+00,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.10E+00,
-1.12E+00,
-1.10E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.12E+00,
-1.01E+00,
-1.14E+00,
-1.15E+00,
-1.36E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.12E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.36E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-9.28E+00,
-1.24E+00,
-1.13E+00,
-1.10E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.14E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-1.19E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.12E+00,
-1.22E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-9.79E-01,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.15E+00,
-1.47E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.14E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.10E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.15E+00,
-1.47E+00,
-1.12E+00,
-1.01E+00,
-1.04E+00,
-1.22E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.14E+00,
-1.01E+00,
-1.47E+00,
-1.15E+00,
-1.01E+00,
-1.36E+00,
-1.18E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.11E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.36E+00,
-1.14E+00,
-1.47E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-9.58E-01,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-9.58E-01,
-9.96E-01,
-1.14E+00,
-1.82E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-1.15E+00,
-1.01E+00,
-1.13E+00,
-2.25E+00,
-1.15E+00,
-1.14E+00,
-1.14E+00,
-9.58E-01,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.45E+00,
-1.15E+00,
-1.14E+00,
-1.13E+00,
-1.12E+00,
-1.36E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.27E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-9.96E-01,
-1.15E+00,
-1.36E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.47E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.34E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.15E+00,
-1.45E+00,
-1.01E+00,
-1.44E+00,
-1.14E+00,
-1.36E+00,
-1.01E+00,
-1.44E+00,
-1.01E+00,
-1.36E+00,
-1.14E+00,
-1.24E+00,
-1.47E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.44E+00,
-1.10E+00,
-1.83E+00,
-1.10E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.22E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.87E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.21E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
4.67E-01,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.32E+00,
-1.47E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.11E+00,
-1.01E+00,
-9.96E-01,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.03E+00,
-1.87E+00,
-1.24E+00,
-1.87E+00,
-1.13E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.32E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-9.96E-01,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.36E+00,
-1.47E+00,
-1.01E+00,
-1.04E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.47E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.14E+00,
-1.15E+00,
-1.01E+00,
-1.38E+00,
-1.12E+00,
-1.01E+00,
-1.12E+00,
-1.47E+00,
-1.01E+00,
-1.14E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.12E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.14E+00,
-9.96E-01,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.36E+00,
-1.01E+00,
-9.96E-01,
-1.04E+00,
-1.14E+00,
-9.96E-01,
-9.96E-01,
-1.12E+00,
-1.83E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-9.96E-01,
-1.47E+00,
-1.47E+00,
-1.24E+00,
-1.10E+00,
-9.96E-01,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-9.96E-01,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.12E+00,
-1.14E+00,
-1.87E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.03E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.03E+00,
-1.82E+00,
-1.17E+00,
-1.01E+00,
-1.13E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.24E+00,
-1.23E+00,
-1.32E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.47E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.25E+00,
-1.14E+00,
-1.13E+00,
-1.15E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.21E+00,
-1.12E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.24E+00,
-1.10E+00,
-1.10E+00,
-1.15E+00,
-1.12E+00,
-1.14E+00,
-1.15E+00,
-1.24E+00,
-1.19E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.15E+00,
-1.01E+00,
-1.24E+00,
-1.13E+00,
-1.24E+00,
-1.34E+00,
-1.32E+00,
-1.01E+00,
-1.36E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-9.96E-01,
-1.15E+00,
-1.01E+00,
-1.11E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-9.96E-01,
-1.15E+00,
-1.19E+00,
-1.36E+00,
-1.01E+00,
-1.22E+00,
-1.14E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-9.79E-01,
-1.34E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.14E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.07E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.47E+00,
-1.01E+00,
-1.87E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.10E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-1.46E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
4.67E-01,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.10E+00,
-1.36E+00,
-1.13E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.03E+00,
-1.01E+00,
-1.15E+00,
-1.15E+00,
-1.10E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.14E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.15E+00,
-1.14E+00,
-1.03E+00,
-1.01E+00,
-1.36E+00,
-9.96E-01,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-9.96E-01,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.19E+00,
-1.01E+00,
-1.14E+00,
-1.85E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.47E+00,
-1.45E+00,
-1.10E+00,
-1.10E+00,
-1.21E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.13E+00,
-1.13E+00,
-9.58E-01,
-9.96E-01,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.24E+00,
-1.36E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.44E+00,
-1.01E+00,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.22E+00,
-1.36E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.15E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.45E+00,
-1.01E+00,
-1.01E+00,
-1.07E+00,
-1.04E+00,
-1.01E+00,
-9.96E-01,
-1.36E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.38E+00,
-1.22E+00,
-1.24E+00,
-1.01E+00,
-1.13E+00,
-1.13E+00,
-1.03E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-9.79E-01,
-9.96E-01,
-1.01E+00,
-1.24E+00,
-1.24E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-9.96E-01,
-1.12E+00,
-1.42E+00,
-1.24E+00,
-1.36E+00,
-1.15E+00,
-1.15E+00,
-1.14E+00,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.24E+00,
-1.01E+00,
-1.12E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.34E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.42E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.15E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.27E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.14E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.31E+00,
-1.47E+00,
-1.47E+00,
-1.01E+00,
-1.85E+00,
-1.15E+00,
-1.01E+00,
-9.96E-01,
-1.10E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.14E+00,
-1.47E+00,
-1.15E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.47E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.83E+00,
-1.15E+00,
-9.96E-01,
-1.24E+00,
-1.15E+00,
-1.24E+00,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-9.96E-01,
-1.24E+00,
-1.44E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.15E+00,
-1.44E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.15E+00,
-1.36E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.12E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.85E+00,
-9.96E-01,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.24E+00,
-1.47E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-2.36E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-9.96E-01,
-1.83E+00,
-1.47E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.13E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.83E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.19E+00,
-1.47E+00,
-1.10E+00,
-1.01E+00,
-1.85E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.12E+00,
-1.22E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.15E+00,
-1.01E+00,
-1.10E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.11E+00,
-1.47E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.12E+00,
-1.14E+00,
-1.27E+00,
-1.10E+00,
-1.15E+00,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.44E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.20E+00,
-1.10E+00,
-1.22E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.24E+00,
-1.22E+00,
-1.15E+00,
-1.24E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.35E+00,
-1.25E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.36E+00,
-1.13E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-9.96E-01,
-1.12E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-9.58E-01,
-1.47E+00,
-1.01E+00,
-1.14E+00,
-1.19E+00,
-1.01E+00,
-1.47E+00,
-1.15E+00,
-1.24E+00,
-1.36E+00,
-1.01E+00,
-1.30E+00,
-1.24E+00,
-1.01E+00,
-1.24E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.15E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.15E+00,
-1.10E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.47E+00,
-1.24E+00,
-1.03E+00,
-1.10E+00,
-1.12E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-9.96E-01,
-1.04E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.42E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.13E+00,
-1.14E+00,
-1.47E+00,
-1.36E+00,
-1.22E+00,
-1.01E+00,
-9.58E-01,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.82E+00,
-1.01E+00,
-1.14E+00,
-1.12E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.14E+00,
-1.01E+00,
-1.47E+00,
-1.45E+00,
-1.47E+00,
-1.01E+00,
-1.10E+00,
-1.36E+00,
-1.10E+00,
-1.26E+00,
-1.47E+00,
-1.01E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.79E-01,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.19E+00,
-1.36E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.24E+00,
-1.01E+00,
-1.24E+00,
-1.24E+00,
-1.01E+00,
-9.96E-01,
-1.36E+00,
-1.01E+00,
-1.14E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.09E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.04E+00,
-1.01E+00,
-1.14E+00,
-1.21E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.14E+00,
-1.34E+00,
-1.01E+00,
-9.96E-01,
-9.96E-01,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.85E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.04E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.13E+00,
-1.15E+00,
-1.01E+00,
-1.14E+00,
-1.24E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-9.79E-01,
-1.10E+00,
-1.12E+00,
-1.36E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.25E+00,
-1.01E+00,
-1.22E+00,
-1.47E+00,
-1.47E+00,
-1.15E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.24E+00,
-1.21E+00,
-1.01E+00,
-1.36E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.36E+00,
-9.79E-01,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.22E+00,
-1.01E+00,
-1.15E+00,
-1.36E+00,
-1.24E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.15E+00,
-9.96E-01,
-1.15E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.85E+00,
-1.01E+00,
-1.87E+00,
-1.14E+00,
-1.87E+00,
-1.01E+00,
-1.01E+00,
-1.85E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.12E+00,
-1.15E+00,
-1.15E+00,
-1.11E+00,
-1.15E+00,
-1.24E+00,
-1.10E+00,
-1.01E+00,
-1.20E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.04E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-9.41E-01,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-9.96E-01,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.12E+00,
-1.10E+00,
-1.14E+00,
-1.10E+00,
-1.13E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.14E+00,
-1.36E+00,
-1.15E+00,
-1.19E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-9.93E-01,
-1.01E+00,
-1.47E+00,
-1.14E+00,
-1.01E+00,
-1.21E+00,
-1.36E+00,
-1.24E+00,
-1.01E+00,
-1.36E+00,
-1.39E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.39E+00,
-1.10E+00,
-1.01E+00,
-1.14E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.24E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-1.01E+00,
-1.13E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.11E+00,
-1.47E+00,
-1.01E+00,
-1.03E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.15E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.13E+00,
-1.10E+00,
-1.24E+00,
-1.47E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.12E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.47E+00,
-1.12E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.47E+00,
-1.14E+00,
-1.01E+00,
-1.15E+00,
-1.36E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.14E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.13E+00,
-1.22E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.36E+00,
-1.11E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.14E+00,
-1.01E+00,
-1.01E+00,
-1.01E+00,
-1.85E+00,
-1.01E+00,
-1.15E+00,
-1.01E+00,
-1.01E+00,
-1.14E+00,
-1.10E+00,
-1.01E+00,
-1.01E+00,
-1.47E+00,
-9.96E-01,
-1.01E+00,
-1.01E+00,
-1.03E+00,
-1.16E+00,
-1.11E+00,
-1.47E+00,
-1.47E+00,
-1.01E+00,
-1.24E+00,
-1.15E+00,
-1.47E+00,
-1.01E+00,
-1.01E+00,
-1.15E+00,
